area,buildingName,buildingNum,buildingYear,category,checkDay,checkNum,checkType,createDate,createUserId,createUserName,csfs,dhyh,dtwx,dtwxyzpsyzqx,dzsbps,equipmentTypeName,ewa,fileList,files,floor,ids,inDate,isProblemSituation,isType,lastMileage,lat,lineName,lng,lyState,modifyDate,modifyUserId,modifyUserName,num,pieces,qrCode,qtps,remark,rlId,septicTankNum,siteInstallation,snsbps,state,stationId,stationName,structureType,tebId,technologyState,type,useDepart,useType,workareaDepartId,workareaDepartName,workshopDepartId,workshopDepartName,xfsbps,ybfsbxdhyh,yzfs,yzjsdmjkwbp,yzly,yzlyybqx
560,综合办公楼检查井,公-37,,,,,,1.759119785803e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760947343181e+12,770,宋红根,27256,,https://ncjnas.coolmitech.com:50443/123/a8d706205dc7d73bccc20b388eb5efce?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760976141771_43916591.png&expireTime=1762412935396&signature=9AarythmJyv3ebXLtiB07a0yhqyqq7nm8i4OInoCbUn,,,70,,,,1,112,兴国西站,混凝土,37244,一级,1,赣州工务段,闸门井、检查井、跌水井、雨水井,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
60,变电所硬化面,公-38,,,,,,1.759119860035e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760947463848e+12,770,宋红根,27257,,https://ncjnas.coolmitech.com:50443/123/97088d8b22df9580668a2177b09f6093?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760976262626_26154489.png&expireTime=1762412935398&signature=yHy2O9pjp9K9ENofDFmKhXhZWZ5FK1BggU5iwPS8Ryz,,,70,,,,1,112,兴国西站,混凝土,37245,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
105.4,维修工区篮球场,公-44,,,,,,1.759120626068e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760947812612e+12,770,宋红根,27263,,https://ncjnas.coolmitech.com:50443/123/86ac078845145fb0a2c365ab3e6261b1?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760976611721_88311256.png&expireTime=1762412935399&signature=JE22ezcOO0Wzef5xbeN8POgEmJZjb77xaU6t9wU49ve,,,70,,,,1,112,兴国西站,混凝土,37250,一级,1,赣州工务段,室外篮球场,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
7.2,维修工区停车棚,公-46,,,,,,1.759120788703e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760948030173e+12,770,宋红根,27265,,https://ncjnas.coolmitech.com:50443/123/065a056aeb9264f589d2206b85cd503e?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760976829018_15258299.png&expireTime=1762412935401&signature=J5rfLpELlLvhTIPr6ZTSwMgS6YAk9HPvbj8iFcVWydb,,,70,,,,1,112,兴国西站,钢,37252,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
34,维修工区晾衣棚,公-45,,,,,,1.759120716126e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760947898459e+12,770,宋红根,27264,,https://ncjnas.coolmitech.com:50443/123/f7cae92ac2c2049039a027f3894a3e13?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760976696417_99807301.png&expireTime=1762412935402&signature=2XPn61IUX5YCVr91dQIkUGZl43sAKHMw02akuH6usnl,,,70,,,,1,112,兴国西站,钢,37251,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
200,维修工区污水提升井,公-48,,,,,,1.759120944949e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76094823411e+12,770,宋红根,27302,,https://ncjnas.coolmitech.com:50443/123/959b77561e73c9a949a3d7143d29e960?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760977032814_65129660.png&expireTime=1762412935403&signature=2P5H88PI5P9wAJpTeCsecwexIbAD0uK1AcruwTkgits,,,70,,,,1,112,兴国西站,混凝土,37254,一级,1,赣州工务段,沉淀地,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
80,进出道路排水沟,公-50,,,,,,1.759121081623e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760948336327e+12,770,宋红根,27268,,https://ncjnas.coolmitech.com:50443/123/158f7d9e46e9e940124ed18ded9b6656?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760977135073_15540769.png&expireTime=1762412935405&signature=cfXykEkENcLUd9AeR1wuoZ5MgxJHSMzuzgnLqdHno4Q,,,70,,,,1,112,兴国西站,混凝土,37256,一级,1,赣州工务段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
1100,进出道路护坡,公-52,,,,,,1.75912121126e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760948502069e+12,770,宋红根,27270,,https://ncjnas.coolmitech.com:50443/123/b61721dec895e85568e553f168945347?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760977301089_35566502.png&expireTime=1762412935406&signature=MQqTXWaVqcuJ0EaXB6UZnhd6BBiQEjsvZcokuzwPcOe,,,70,,,,1,112,兴国西站,混凝土,37258,一级,1,赣州工务段,挡墙护坡,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
175,进出道路围墙,公-51,,,,,,1.759121142116e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760948435187e+12,770,宋红根,27269,,https://ncjnas.coolmitech.com:50443/123/11b894bd93870880aa7a44613120d733?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760977233926_24508578.png&expireTime=1762412935408&signature=T8ts8ofMELmQ4jq033nsJcMeG8czIlVhgDlb8CknIEn,,,70,,,,1,112,兴国西站,砖,37257,一级,1,赣州工务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
44,DK318+605区间基站+直放站围墙,25-1,,,,,,1.759121297215e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760948576773e+12,770,宋红根,27508,,https://ncjnas.coolmitech.com:50443/123/42d77045297f6122a3089701500349ad?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760977375559_55677192.png&expireTime=1762412935409&signature=kN8IsWMKehA6TVCJ7tLQ5nRk8ND9t1B4BSMijjdYgc,,,70,,,,1,112,兴国西站,混凝土,37259,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
17.6,DK318+605区间基站+直放站排水沟,25-2,,,,,,1.759121380735e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760948645182e+12,770,宋红根,27509,,https://ncjnas.coolmitech.com:50443/123/8f4858ca02db1cc9441d9d1b62b62965?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760977443819_88908738.png&expireTime=1762412935411&signature=LW1JXfFhchrVd5H8dtICy4TbmlYwx9gWVt4EKzzBHxn,,,70,,,,1,112,兴国西站,混凝土,37260,一级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
49,DK318+605中继站17围墙,26-1,,,,,,1.7591215343e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760948885389e+12,770,宋红根,27510,,https://ncjnas.coolmitech.com:50443/123/4f266713951635d5b0d53d858564acd8?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760977684298_56593864.png&expireTime=1762412935413&signature=DW0VhkvBPcynZYKW2zyUethCkjNxsjP8hbfR5wUnvfn,,,70,,,,1,112,兴国西站,混凝土,37262,一级,1,赣州工务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
130,DK318+605中继站17道路,26-6,,,,,,1.75912164025e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760948986929e+12,770,宋红根,27519,,https://ncjnas.coolmitech.com:50443/123/2f4fbcde6bccb08d6e74fe976027572a?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760977785696_31750557.png&expireTime=1762412935414&signature=sJa9VqNESjr5gBisassHz3fZOtcWjR4eelm3P3caLdQ,,,70,,,,1,112,兴国西站,混凝土,37263,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
109.422,DK318+605中继站17硬化面,26-8,,,,,,1.759121729578e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76094903828e+12,770,宋红根,26849,,https://ncjnas.coolmitech.com:50443/123/6daa947e939ef800e2b8417842e497dd?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760977837305_19558837.png&expireTime=1762412935416&signature=ot2ISU1KV5FWRtQYawarv0aCSpBvKgVDVks56TxlgOQ,,,70,,,,1,112,兴国西站,混凝土,37264,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
40,DK329+700区间基站围墙,28-1,,,,,,1.759122100236e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760949094052e+12,770,宋红根,26595,,https://ncjnas.coolmitech.com:50443/123/ead8943209ccededefb130e0dc93c62d?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760977889649_36318614.png&expireTime=1762412935418&signature=SKV9BrjoU8ZJR52zsmeesYHnF410fNvSqeoqecFfG6z,,,70,,,,1,112,兴国西站,砖,37268,二级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
64.422,DK329+700区间基站硬化面,28-8,,,,,,1.759122272909e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760949243716e+12,770,宋红根,26851,,https://ncjnas.coolmitech.com:50443/123/fdec9557217b550de3a9ce04c2eebf5b?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760978042603_14564228.png&expireTime=1762412935420&signature=p5HrXcSecsn7IYW7uJEytF549kxhJcA6Xg8xFNim3gI,,,70,,,,1,112,兴国西站,混凝土,37270,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
196,DK329+850下兰坑AT所挡土墙,29-4,,,,,,1.759122482733e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76094930587e+12,770,宋红根,26598,,https://ncjnas.coolmitech.com:50443/123/425d032d0ebe69f31424fda1663b8749?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760978104871_56126718.png&expireTime=1762412935421&signature=dcRqf0uRXy2XslV9teKCjWpwi5g2dbXPvxaidQy2LRu,,,70,,,,1,112,兴国西站,混凝土,37272,一级,1,赣州工务段,挡土墙,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
185,2站台侧面栏杆,站-21,,,,,,1.759116656649e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760665500839e+12,770,宋红根,27304,,https://ncjnas.coolmitech.com:50443/123/1b8db9373a7661d511d02d7511ca7205?objectKey=nas/ncfjd/tlsbgl/2025/10/17/1760701855117_69964031.png&expireTime=1762412935422&signature=qQvaqpz6HbhyyvrVuLWzFC4jhHgkUzzpsr3DP89Av0n,,,70,,,,1,112,兴国西站,不锈钢,37215,一级,1,赣州车务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
39,DK330+240中继站18围墙,30-1,,,,,,1.759122674833e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76094956732e+12,770,宋红根,26599,,https://ncjnas.coolmitech.com:50443/123/e39acd3da8f160cf54233d97e04bd0b4?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760978360167_84634686.png&expireTime=1762412935984&signature=hf0bsqCCGWUfsDmvZLSU6oGBnSuGOa7jFAx5XoaZtW,,,70,,,,1,112,兴国西站,砖,37274,二级,1,赣州工务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
1112.5,DK330+240中继站18护坡,30-3,,,,,,1.759122756992e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760949669474e+12,770,宋红根,26600,,https://ncjnas.coolmitech.com:50443/123/52e5b835626a2a5a9df0f61742e671e1?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760978468599_68276280.png&expireTime=1762412935986&signature=xcAqJODus5EDmMFSmRHRBruX0m14NmzEuY8lWHXpp9S,,,70,,,,1,112,兴国西站,混凝土,37275,二级,1,赣州工务段,挡墙护坡,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
130,DK330+240中继站18道路,30-6,,,,,,1.759122825228e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760949743619e+12,770,宋红根,26601,,https://ncjnas.coolmitech.com:50443/123/828d3caba7b88f06af0bd8b3aab008e8?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760978542435_31128796.png&expireTime=1762412935989&signature=Qcav3X0p8Yg1fqkf34tbn29NlhuwgtJyoboHYLNPicC,,,70,,,,1,112,兴国西站,混凝土,37276,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
78.8,DK330+240中继站18硬化面,30-8,,,,,,1.75912289787e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760949822256e+12,770,宋红根,26853,,https://ncjnas.coolmitech.com:50443/123/5db65c8c30b9e65e787df035b09e4583?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760978621224_63678973.png&expireTime=1762412935991&signature=ps9MpO18bOV9vPIqgYxZABoBhhQtx79A78TWTxk8h3I,,,70,,,,1,112,兴国西站,混凝土,37277,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
12,DK330+240直放站排水沟,31-2,,,,,,1.759123050528e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760949956412e+12,770,宋红根,26603,,https://ncjnas.coolmitech.com:50443/123/07328fb196d32a93657110099d07fd98?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760978755219_05634350.png&expireTime=1762412935992&signature=jVahSUJ65FNtDytZwhNBmSRsryRhBrJPggFk3Aj4Gve,,,70,,,,1,112,兴国西站,混凝土,37279,二级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
1112.5,DK330+240直放站护坡,31-3,,,,,,1.759123145594e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760950008092e+12,770,宋红根,26604,,https://ncjnas.coolmitech.com:50443/123/ba97b0c9aad2b355685edf7440adb753?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760978806828_00238757.png&expireTime=1762412935993&signature=VMkc8Z6ybDrDZ89c0zAnxxSHd0TxMEPZPwWfmbn0Hp0,,,70,,,,1,112,兴国西站,混凝土,37280,二级,1,南昌通信段,挡墙护坡,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
37.9,DK330+240直放站硬化面,31-8,,,,,,1.759123346527e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760950056673e+12,770,宋红根,26854,,https://ncjnas.coolmitech.com:50443/123/591d3e9824b00669399e662a21c3a49c?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760978855509_53467563.png&expireTime=1762412935995&signature=3OehZAmSX6zWQVpFEKj7yQ5QKGEoEyJ710O8TYcu4IP,,,70,,,,1,112,兴国西站,混凝土,37282,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
38.4,1-2站台垂直电梯玻璃罩,站-18,,,,,,1.759116287538e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760950248185e+12,770,宋红根,27276,,https://ncjnas.coolmitech.com:50443/123/6e187ddd290db6984b67c7d02ea393c3?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760979047177_87536672.png&expireTime=1762412935996&signature=ySoGDW3Pf3YCOdrrqpDip4GtcB2VolpdtnjQ1C1I9If,,,70,,,,1,112,兴国西站,框架,37212,一级,1,赣州车务段,垂直电梯玻璃罩,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
250,综合车间4米宽道路,47,,,,,,1.760943116212e+12,770,宋红根,,,,,,,,,,,,2025-10-20,,,,,沪昆客专,,,1.76152909877e+12,770,宋红根,22069,,https://ncjnas.coolmitech.com:50443/123/2ae4328ecbc2cc2f2fb8a87e70cd9d1d?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761053726462_31984536.png&expireTime=1762412935997&signature=wywP31yaLOPteqsdDXdMACaPN3r3S5kUxmcJmBmR6vf,,,76,,,,1,226,新余北,砼,46938,二级,2,南昌房建生活段,道路、广场、地面硬化,151,新余北高铁综合工区,143,南昌西高铁房建车间,,,,,,
110,DK330+865直放站护坡,32-3,,,,,,1.759123607942e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760958515373e+12,770,宋红根,26616,,https://ncjnas.coolmitech.com:50443/123/9a6634fa10da33d7cc9c20dc1c709b52?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760987314419_81523499.png&expireTime=1762412935998&signature=aphyhzeXzcJwOL22R0vwcOHC4VBROzsnHDGrsYF5sKn,,,70,,,,1,112,兴国西站,混凝土,37285,一级,1,南昌通信段,挡墙护坡,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
60,污水处理站围墙,公-7,,,,,,1.759153259236e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761010139213e+12,770,宋红根,26986,,https://ncjnas.coolmitech.com:50443/123/e7a8ee0061fca85ce729a037a6f8775d?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038938297_34836796.png&expireTime=1762412936000&signature=8MbpJ0oab882VVvyNoQVhCwiziKtAfpzerchxhhaZUT,,,70,,,,1,394,赣县北站,砖,37398,一级,1,赣州工务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
26,警务区栏杆,公-5,,,,,,1.759152991213e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761012621478e+12,770,宋红根,26984,,https://ncjnas.coolmitech.com:50443/123/2a0b8435266939cd141d1db44526b663?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041420011_24508901.png&expireTime=1762412936001&signature=dgGYsJw1ZvK3ZTkonePIk6yTOzrE2QV6uhTNVkQsbiJ,,,70,,,,1,394,赣县北站,钢,37396,一级,1,赣州公安处,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
26.2,警务区停车场,公-6,,,,,,1.75915310112e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761012687488e+12,770,宋红根,26985,,https://ncjnas.coolmitech.com:50443/123/065e396aba28373dbfae3e2dc96df505?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041486456_96258799.png&expireTime=1762412936003&signature=pCtLdk2C22NLXGd8xVkaU7hvsvXECyksj0Ox2MniQXm,,,70,,,,1,394,赣县北站,混凝土,37397,一级,1,赣州公安处,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
20,单身宿舍排水沟,公-15,,,,,,1.75915411119e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761012755272e+12,770,宋红根,27106,,https://ncjnas.coolmitech.com:50443/123/033a4447fb072da8a87ffc4d2d30bdf8?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041554101_69915034.png&expireTime=1762412936004&signature=nIiWecGWXvmo5n3aS0zuyvvYgaMYn4Y3znIvRhNcOyB,,,70,,,,1,394,赣县北站,混凝土,37404,二级,1,赣州车务段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
565.2,维修工区道路,公-29,,,,,,1.759154724709e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761012827135e+12,770,宋红根,27217,,https://ncjnas.coolmitech.com:50443/123/c4d3ee39122a7e1559b2aa01d6851944?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041626099_52382955.png&expireTime=1762412936005&signature=b9ReAdaP4YH1SdeGGLVxttgZmiQfeydYvRkW6wA8oyU,,,70,,,,1,394,赣县北站,混凝土,37411,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
200,维修工区污水提升井,公-35,,,,,,1.759155402425e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761012891251e+12,770,宋红根,27300,,https://ncjnas.coolmitech.com:50443/123/04606aad18a8b48e917702465a8ce980?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041683321_91817585.png&expireTime=1762412936006&signature=bU3jq6pN3nXWVNepWcKwFDOzURa3StZScrGK2ihSF0J,,,70,,,,1,394,赣县北站,混凝土,37417,一级,1,赣州工务段,沉淀地,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
44,DK367+015区间基站+直放站围墙,23-1,,,,,,1.759156163867e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761013030211e+12,770,宋红根,26535,,https://ncjnas.coolmitech.com:50443/123/a8fedc0eebc85177a4458c87d4e0e73d?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041828935_54799213.png&expireTime=1762412936008&signature=3tKu0ng7PbDFEKHfp9WrivfPuUSRMexM5WsyWTQWl0f,,,70,,,,1,394,赣县北站,砖,37424,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
52.5,DK369+630劳田警务区围墙,25-1,,,,,,1.759156772491e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761013121032e+12,770,宋红根,26537,,https://ncjnas.coolmitech.com:50443/123/9cfcc0c645e5ffe74f0f872f8bc0ebd2?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041919447_77367426.png&expireTime=1762412936009&signature=T6XqqVvMEgM5oerKYFPgsYcJslue95n3z6yMZ6GaSF1,,,70,,,,1,394,赣县北站,砖,37428,一级,1,赣州公安处,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
200,DK362+441区间基站+直放站护坡,22-3,,,,,,1.759155926972e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76103012711e+12,770,宋红根,27674,,https://ncjnas.coolmitech.com:50443/123/012cbcf63e1bbf0af276f0139f8fb6f7?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761040472714_16690506.png&expireTime=1762412936010&signature=2Pzr0VvhvXhPB8c9xtvfg4NBKohViXhxgW72VUy2qR8,,,70,,,,1,394,赣县北站,混凝土,37422,一级,1,南昌通信段,挡墙护坡,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
40,DK354+985区间基站+直放站围墙,66-1,,,,,,1.759136757431e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761535454816e+12,770,宋红根,27522,,https://ncjnas.coolmitech.com:50443/123/18d4ad55df093156cfc2a73d57763faa?objectKey=nas/ncfjd/tlsbgl/2025/10/17/1760702789752_25611903.png&expireTime=1762412936012&signature=avNJ5TwwDhTnpi9MkyXhLszrdFFtzsqRTYPdtKb9KQy,,,70,,,,1,112,兴国西站,混凝土,37360,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
250,DK345+821区间基站+直放站护坡,53-3,,,,,,1.759131919852e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,,,,26640,,https://ncjnas.coolmitech.com:50443/123/0b6197fa7b9ff1afce18b8f7f04d53ec?objectKey=nas/ncfjd/tlsbgl/2025/10/17/1760702478800_94384392.png&expireTime=1762412936013&signature=6zb7mSi0dr2qi7x3GjkbgIGrEMnKC4i2kp7pFobHcCs,,,70,,,,1,112,兴国西站,混凝土,37317,一级,1,南昌通信段,挡墙护坡,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
40,DK331+310区间基站+直放站围墙,33-1,,,,,,1.759123781181e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76095940374e+12,770,宋红根,26617,,https://ncjnas.coolmitech.com:50443/123/6a6b4016f47a2f8d6cea7e472d416e9c?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760988202220_46400121.png&expireTime=1762412936014&signature=2Xp160rNuBa3MB9w2rfWqLvndvpF9zxd4xyaahZO6eg,,,70,,,,1,112,兴国西站,砖,37287,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
25,DK344+400直放站围墙,52-1,,,,,,1.759131262824e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760961005962e+12,770,宋红根,26637,,https://ncjnas.coolmitech.com:50443/123/bcee3779308b1688a5c0562615937175?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760989805000_97627442.png&expireTime=1762412936015&signature=6082ty6nlCdqNtvUZI8UmLNSTJnZAKPLTN7d4PMl7lb,,,70,,,,1,112,兴国西站,砖,37313,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
35,DK345+821区间基站+直放站围墙,53-1,,,,,,1.759131730059e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760961061952e+12,770,宋红根,26638,,https://ncjnas.coolmitech.com:50443/123/f72c782e697e4e9173c1dbab9bfb91d2?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760989856660_39468625.png&expireTime=1762412936016&signature=uBsKYyJQWVDqfJclY0At34cPm83nRP388VkH72hte68,,,70,,,,1,112,兴国西站,砖,37315,二级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
4,DK345+821区间基站+直放站排水沟,53-2,,,,,,1.759131830803e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760961098403e+12,770,宋红根,26639,,https://ncjnas.coolmitech.com:50443/123/d86347029c1afe85be932c4263e3fcfa?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760989897393_23792975.png&expireTime=1762412936018&signature=Ft4md3rT41KSJZIV9b1pvWV6elEk2qZyHC1FZ3u8y5c,,,70,,,,1,112,兴国西站,混凝土,37316,一级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
